distrito,Superficie (Ha.),Población densidad (hab./Ha.),Número Habitantes,Población Hombres,Población Mujeres,Edad media de la población,Población de 0 a 14 años,Población de 15 a 29 años,Población de 30 a 44  años,Población de 45 a 64 años,Población de 65 a 79 años,Población de 80 años y más,Población de 65 años y más,Personas con nacionalidad española,Personas con nacionalidad española Hombres,Personas con nacionalidad española Mujeres,Personas con nacionalidad extranjera,Personas con nacionalidad extranjera Hombres,Personas con nacionalidad extranjera Mujeres,Renta neta media anual de los hogares (Urban Audit),Renta disponible media por persona,Paro registrado (número de personas registradas en SEPE en febrero),Paro registrado (número de personas registradas en SEPE en febrero) hombres,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,Tasa absoluta de paro registrado (febrero),Tasa absoluta de paro registrado Mujeres,Tasa de desempleo en mujeres de 16 a 24 años,Tasa de desempleo en mujeres de 25 a 44 años,Tasa de desempleo en mujeres de 45 a 64 años,Tasa absoluta de paro registrado Hombres,Tasa de desempleo en hombres de 16 a 24 años,Tasa de desempleo en hombres de 25 a 44 años,Tasa de desempleo en hombres de 45 a 64 años,Personas paradas de larga duración (febrero),Personas paradas de larga duración (febrero) hombres,Personas paradas de larga duración (febrero) mujeres,Personas paradas que SÍ perciben prestaciones (febrero),Personas paradas que SÍ perciben prestaciones (febrero) hombres,Personas paradas que SÍ perciben prestaciones (febrero) mujeres,Personas paradas que NO perciben prestaciones (febrero),Personas paradas que NO perciben prestaciones (febrero) hombres,Personas paradas que NO perciben prestaciones (febrero) mujeres,Población en etapas educativas,Alumnado en Centros privados concertados,Alumnado en Centros privados sin concierto,Alumnado en Centros públicos,Total alumnado extranjero,Alumnado extranjero en Centros privados concertados,Alumnado extranjero en Centros privados sin concierto,Alumnado extranjero en Centros públicos,Total alumnado con necesidades de apoyo educativo,Alumnado con necesidades de apoyo educativo en Centros privados concertados,Alumnado con necesidades de apoyo educativo en Centros privados sin concierto,Alumnado con necesidades de apoyo educativo en Centros públicos,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,Población mayor/igual  de 25 años con enseñanza primaria incompleta,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado","Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP","Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica","Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,Casos trabajados por el programa de absentismo municipal,Número de personas con grado de discapacidad reconocido,Número de personas con grado de discapacidad reconocido Hombres,Número de personas con grado de discapacidad reconocido Mujeres,Satisfacción de vivir en su barrio,Calidad de vida actual en su barrio,Percepción de seguridad en Madrid,Percepción de seguridad en el barrio por el día,Percepción de seguridad en el barrio por la noche,Solicitudes tramitadas de Renta Mínima de Inserción,Personas perceptoras de prestación de la Renta Mínima de Inserción,Personas beneficiarias de prestaciones sociales de carácter económico,Total prestaciones sociales de carácter económico,Personas con Servicio de Ayuda a Domicilio (modalidad auxiliar de hogar),Número Total de viviendas (Censo Edificios y Viviendas 2011),Viviendas anteriores a 1980,Viviendas en estado ruinoso,Viviendas en estado malo,Viviendas en estado deficiente,Viviendas en estado bueno,Estado de la vivienda no consta,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011),Número Total de viviendas familiares (Censo Edificios y Viviendas 2011) Principal,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011)  Secundaria,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011)  Población desocupada,Intervenciones de la Policía Municipal en materia de seguridad: delitos relacionados con las personas,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con la tenencia de armas,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con el patrimonio,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con la tenencia y consumo de drogas,Atestados/partes de accidentes de tráfico confeccionados,Personas detenidas e investigadas por la Policía Municipal en materia de seguridad: Total  personas detenidas e investigadas,"Elecciones municipales, censo electoral","Elecciones municipales, abstenciones","Elecciones  municipales, votos en blanco","Elecciones municipales, votos a candidaturas","Elecciones municipales, votos a Más Madrid","Elecciones municipales, votos al Partido Popular","Elecciones municipales, votos a Ciudadanos-Partido de la Ciudadanía","Elecciones municipales, votos al Partido Socialista Obrero Español","Elecciones municipales, votos a VOX",Sedentarismo,Consumo de tabaco diario,Consumo de medicamentos,Autopercepción de buen estado de salud  (porcentaje respuesta muy buena + buena),Calidad de vida relacionada con la salud (CVRS),Presencia de enfermedad crónica,Hipertensión arterial,Diabetes Mellitus,Personas con obesidad,Personas con sobrepeso,Prevalencia de obesidad en la población infantil (2017. Estudio Madrid Salud. UCM),Probabilidad de padecer enfermedad mental (GHQ-12)          (2018. EMS),Grado de satisfacción con los espacios verdes,Grado de satisfacción con los parques infantiles,Grado de satisfacción con los centros culturales,Grado de satisfacción con las instalaciones deportivas,Grado de satisfacción de los servicios sociales municipales,Superficie media construida (m2) inmuebles de uso residencial,Año medio de contrucción de inmuebles de uso residencial,Total hogares,Tamaño medio del hogar,Hogares con una mujer sola mayor de 65 años,Hogares con un hombre solo mayor de 65 años,Hogares monoparentales: una mujer adulta con uno o más menores,Hogares monoparentales: un hombre adulto con uno o más menores,Tasa de crecimiento demográfico (porcentaje),Esperanza de vida al nacer Mujeres,Esperanza de vida al nacer Hombres,Esperanza de vida mayor de 65 años Mujeres,Esperanza de vida mayor de 65 años Hombres,Crecimiento/decrecimiento Renta Bruta Per cápita 2016(a)-2008,Pensión media mensual Hombres,"Pensión media mensual  Mujeres
"
Salamanca,539.06,272.55,145993.5,64506.5,81487.0,46.22,15020.0,25009.0,31864.0,39098.5,22329.75,12672.25,35002.0,125024.0,55587.5,70393.5,21344.75,9037.0,12307.75,59671.33,29647.5,4773.25,1991.5,2781.75,4.99,5.37,1.49,4.4,7.58,4.55,1.76,3.75,6.42,2101.0,818.25,1282.75,2036.33,860.75,1147.75,2621.25,1048.5,1572.75,16275.5,12886.33,3638.33,3114.33,1327.0,636.0,189.33,501.67,502.0,361.67,9.0,131.0,1683.25,5498.25,16351.25,21354.5,12273.25,60674.25,153.75,35.5,6852.33,2922.33,3929.0,8.11,7.85,7.36,8.59,7.63,66.0,85.75,354.33,317504.75,1834.5,83575.0,76295.0,70.0,265.0,1255.0,80955.0,1035.0,83575.0,62705.0,7730.0,13140.0,97.0,22.25,433.75,349.0,1413.25,640.5,110410.5,28969.0,468.5,80682.0,16702.0,39883.0,10061.0,6916.5,8791.0,0.31,0.17,0.66,0.76,0.2,0.41,0.16,0.06,0.12,0.25,0.11,0.17,6.9,6.4,6.83,6.63,6.33,133.0,1953.0,63166.75,2.32,7218.25,2176.0,870.75,206.0,0.02,87.18,82.98,24.03,20.25,-123.0,1763.0,1287.5
Usera,777.94,182.63,141535.5,66841.25,74694.25,42.44,19496.75,25311.25,31128.0,41945.25,14611.5,9042.75,23654.25,108026.5,50348.0,58055.0,33386.0,16373.25,17012.75,27466.0,13723.25,10079.75,4397.75,5682.0,10.29,11.25,7.32,11.08,12.67,9.26,6.69,8.55,10.92,4552.5,1776.0,2776.5,3814.33,1743.5,1927.5,6381.5,2529.75,3851.75,21327.5,10795.0,720.33,10784.0,4194.0,1594.67,71.33,2528.0,1823.33,804.0,6.33,1012.67,7975.5,18839.75,42120.75,18467.5,6368.25,11920.5,59.25,435.25,10694.33,5142.67,5406.0,6.44,6.23,6.78,7.14,5.03,216.33,1353.25,1347.0,283496.25,5062.0,59285.0,35500.0,380.0,370.0,2715.0,54565.0,1255.0,59285.0,52825.0,1245.0,5215.0,240.0,21.25,248.0,208.75,703.75,347.25,90466.0,37667.5,330.0,52131.0,19146.0,12789.0,4323.0,11388.0,3982.5,0.34,0.23,0.67,0.66,0.21,0.43,0.21,0.08,0.13,0.38,0.21,0.23,7.1,6.7,6.83,6.87,6.47,93.0,1978.0,50199.25,2.82,4709.5,1342.25,1124.0,157.25,0.69,86.45,80.58,23.48,19.2,101.0,1265.25,880.75
Barajas,4181.91,11.9,49073.25,23630.5,25442.75,42.5,7880.25,7244.5,10300.75,14626.0,6630.5,2391.25,9021.75,44450.5,21626.5,22901.5,4914.25,2185.0,2729.25,49329.67,23576.75,1946.25,818.5,1127.75,6.05,6.83,2.63,6.5,8.29,5.22,2.9,4.57,6.54,842.5,315.0,527.5,912.33,381.75,501.75,983.75,382.5,601.25,8740.25,2629.33,2093.33,4841.33,698.67,117.67,65.33,515.67,274.0,142.33,5.0,126.33,1126.5,2504.75,7639.75,8240.75,4751.5,12006.0,21.5,30.5,2257.0,1152.67,1027.0,8.03,7.9,6.83,8.52,7.32,29.33,71.25,332.33,222996.25,559.75,20370.0,9390.0,40.0,50.0,275.0,19410.0,595.0,20370.0,17695.0,825.0,1850.0,79.5,7.25,148.75,109.25,367.75,89.25,35952.5,9546.0,168.5,26103.0,7411.0,9522.0,3836.0,3555.5,2377.0,0.25,0.16,0.6,0.78,0.2,0.35,0.18,0.04,0.09,0.32,0.11,0.21,7.27,6.87,7.07,6.57,6.6,116.0,1984.67,18494.0,2.67,1223.5,468.75,538.75,144.75,0.29,87.68,82.88,24.48,20.63,1700.0,1752.5,1191.75
Retiro,546.91,218.68,118515.25,53765.25,64750.0,47.23,13463.0,16824.25,23942.75,33042.0,20826.0,10417.25,31243.25,108972.5,49739.5,59930.0,10030.5,4225.5,5805.0,55013.33,27484.25,4085.75,1752.25,2333.5,5.58,6.03,1.84,5.38,7.66,5.07,1.84,4.67,6.4,1788.0,707.25,1080.75,1688.67,730.5,934.25,2343.75,961.5,1382.25,14623.0,9172.33,2244.33,5439.67,931.67,190.33,41.33,700.0,336.67,131.67,9.67,195.0,1652.25,5406.5,14624.5,18306.75,11499.25,44019.5,121.75,29.25,6331.67,2875.0,3436.0,8.14,7.84,7.13,8.5,7.22,41.0,84.75,228.67,234718.25,1348.0,56595.0,43185.0,45.0,255.0,445.0,54950.0,900.0,56595.0,51010.0,1980.0,3605.0,52.0,12.25,65.25,119.5,892.0,146.75,94875.0,22124.0,438.0,72016.0,20563.0,30009.5,8930.5,7554.5,6515.5,0.24,0.15,0.68,0.77,0.2,0.4,0.2,0.06,0.1,0.37,0.11,0.18,7.3,6.97,7.2,7.0,6.67,129.0,1965.0,48944.5,2.43,5713.5,1590.75,748.25,177.0,-0.3,87.58,82.48,24.55,20.6,1424.0,1825.5,1330.25
San Blas,2229.06,72.07,159779.75,75532.25,84247.5,43.38,21112.25,27830.75,31456.5,51250.75,17499.5,10630.0,28129.5,137799.5,65295.5,73053.5,21805.75,10169.5,11636.25,36784.0,17999.25,9226.0,3978.0,5248.0,8.41,9.29,4.19,8.92,11.11,7.47,4.43,6.77,9.11,4316.25,1707.25,2609.0,3908.67,1765.5,2075.75,5272.5,2083.5,3189.0,23538.0,8763.33,3918.67,12905.67,2750.0,682.33,183.0,1884.67,1554.33,483.67,13.0,1057.33,6428.5,15238.25,37096.75,24823.0,10856.0,25363.5,115.75,201.0,9332.0,4772.0,4467.0,7.16,7.01,7.11,8.0,6.7,184.0,638.0,522.33,438474.5,4772.0,67450.0,37290.0,120.0,45.0,2750.0,63645.0,890.0,67450.0,60580.0,2050.0,4815.0,233.0,25.25,231.5,227.5,925.25,339.75,115792.5,38725.5,527.5,75996.0,25109.0,22359.5,8894.5,14341.5,6101.5,0.31,0.21,0.66,0.73,0.2,0.41,0.21,0.05,0.13,0.36,0.17,0.23,6.87,6.53,6.9,6.87,6.43,104.0,1978.33,60437.5,2.64,5334.5,1593.5,1436.0,253.0,0.42,86.93,80.97,24.03,19.08,379.0,1431.75,962.0
Villa de Vallecas,5146.93,22.12,114482.25,55454.25,59028.0,39.39,20367.0,17255.0,30796.0,31316.75,10633.5,4114.0,14747.5,98257.25,47844.5,50221.5,15367.25,7248.25,8119.0,32605.33,16977.75,7461.25,3035.0,4426.25,9.42,10.92,7.7,10.22,12.64,7.85,7.08,6.9,9.26,3657.0,1335.0,2322.0,2938.0,1221.75,1617.0,4697.0,1771.25,2925.75,21567.0,8117.67,1638.33,8947.67,1856.0,467.0,34.67,1354.33,1030.0,243.0,3.33,783.33,5013.0,9128.75,27239.0,17736.75,8192.25,15476.25,21.25,485.25,6709.33,3299.0,3213.0,7.41,7.0,6.91,7.87,6.08,189.33,1137.25,486.67,425599.75,1603.5,43520.0,14085.0,40.0,175.0,775.0,41730.0,800.0,43520.0,37775.0,795.0,4945.0,179.5,41.0,237.25,433.75,494.75,249.25,78553.5,26758.5,399.5,51022.5,19896.0,11945.0,5439.5,9713.5,3909.0,0.36,0.22,0.66,0.7,0.21,0.38,0.16,0.06,0.13,0.34,0.17,0.26,6.6,6.4,6.67,6.7,6.2,101.0,1990.0,43391.5,2.62,2342.75,791.75,1423.25,286.25,1.61,85.78,80.68,22.9,18.93,616.0,1408.5,963.5
Hortaleza,2752.4,70.32,193896.25,91969.5,101926.75,42.55,31904.75,28397.25,41672.75,55715.5,24837.75,11368.25,36206.0,171454.5,81959.25,89036.5,20988.0,9310.5,11677.5,51504.0,23570.25,8142.25,3381.5,4760.75,6.54,7.38,2.64,6.51,9.49,5.64,3.11,4.74,7.28,3771.0,1425.5,2345.5,3496.67,1491.0,1959.5,4495.25,1736.5,2758.75,33921.25,12457.0,14173.33,11719.0,3710.67,447.67,1942.33,1320.67,1277.33,552.33,119.33,605.33,4943.5,12741.0,30284.25,28336.75,15835.5,49852.0,103.5,116.0,9393.0,4679.67,4526.0,7.77,7.56,7.08,8.21,6.86,130.67,314.75,587.67,401547.75,4150.75,74930.0,40890.0,120.0,735.0,1600.0,70310.0,2170.0,74930.0,67780.0,2040.0,5110.0,76.5,36.0,111.75,394.5,787.5,249.75,140798.0,38424.0,672.5,101191.5,26202.0,38740.5,14294.0,13969.5,9134.0,0.27,0.16,0.66,0.73,0.2,0.4,0.19,0.05,0.13,0.35,0.12,0.2,7.0,6.6,6.9,6.8,6.47,153.0,1986.67,71810.75,2.68,5732.0,1684.0,1969.25,499.25,1.47,87.18,82.25,24.4,20.08,1733.0,1597.25,1075.75
Fuencarral-El Pardo,23783.96,10.38,247357.25,116425.5,130931.75,43.15,41000.75,34823.0,52273.25,66682.0,36644.0,15934.25,52578.25,225314.75,106824.25,118877.5,22177.0,9653.75,12523.25,52412.33,23123.75,9128.25,3845.0,5283.25,5.99,6.66,2.5,6.06,8.38,5.28,2.71,4.59,6.76,4191.5,1580.75,2610.75,3856.33,1659.0,2143.5,5150.5,2022.75,3127.75,44000.0,19649.33,10540.0,19086.67,2833.67,793.67,156.0,1884.0,2103.33,973.0,170.67,959.33,5905.0,15277.0,37570.5,34390.75,20803.0,69834.25,123.25,184.0,12492.67,6006.0,6223.0,7.82,7.69,6.96,8.25,7.34,147.67,409.25,695.33,446696.0,5079.0,99260.0,52650.0,125.0,110.0,1890.0,95455.0,1680.0,99260.0,89585.0,2750.0,6925.0,104.0,23.5,92.5,276.25,976.0,242.5,183007.0,47387.5,879.5,134108.0,33954.0,54118.0,17894.5,17616.5,12787.0,0.29,0.16,0.66,0.73,0.2,0.37,0.16,0.05,0.11,0.33,0.12,0.21,6.9,6.63,6.93,6.73,6.5,144.0,1973.33,91340.75,2.71,8033.5,2328.0,2427.0,678.75,0.35,87.25,82.35,24.2,20.3,84.0,1694.25,1185.5
Vicalvaro,3526.92,21.47,77747.5,37620.75,40126.75,40.95,12488.25,13401.5,15918.25,25139.75,6976.25,3823.5,10799.75,65505.25,31674.75,33024.5,9741.5,4719.5,5022.0,33870.33,16669.25,4786.75,2003.5,2783.25,8.91,10.15,5.91,10.48,11.21,7.61,5.71,7.68,8.2,2345.0,893.0,1452.0,1840.33,811.5,1034.75,2993.75,1172.75,1821.0,13356.25,3306.67,534.67,8126.0,1280.0,384.0,7.0,889.0,626.67,117.0,1.0,509.0,3503.5,6854.75,17713.0,11354.0,4981.75,9734.0,3.75,115.25,4397.33,2180.67,2079.0,7.39,7.1,6.82,7.74,6.33,136.33,656.0,649.0,472961.75,1697.25,30305.0,13025.0,,75.0,675.0,27550.0,2005.0,30305.0,25900.0,790.0,3615.0,98.5,6.0,79.0,42.75,330.25,77.75,54805.5,16922.0,323.5,37294.0,12585.0,9722.0,3987.5,7286.5,2823.0,0.3,0.21,0.69,0.74,0.2,0.35,0.21,0.05,0.13,0.4,0.17,0.25,7.13,6.77,7.03,7.07,6.6,125.0,1997.67,27512.75,2.74,1813.25,611.25,759.5,138.75,2.78,86.6,81.4,23.7,20.1,-91.0,1382.75,914.75
Ciudad Lineal,1142.89,191.71,217084.0,98872.5,118211.5,45.96,24552.75,34699.75,45401.5,62897.25,30787.75,18745.0,49532.75,183748.25,83570.25,101265.0,32964.25,14980.25,17984.0,39126.0,20016.0,10880.0,4738.25,6141.75,7.66,8.17,3.29,7.31,10.26,7.08,3.58,5.85,9.51,4801.5,1918.5,2883.0,4657.67,2080.0,2530.75,6045.25,2477.75,3567.5,26842.75,15824.67,9296.33,7418.33,3798.33,1827.33,502.67,1468.33,1634.67,963.67,201.33,469.33,6643.5,18797.25,46286.5,35238.0,16683.25,47209.25,276.75,148.75,11869.67,5590.33,6060.0,7.23,7.05,7.17,7.84,6.34,167.67,456.5,698.67,648974.5,6133.25,101740.0,75725.0,85.0,260.0,2385.0,97780.0,1230.0,101740.0,91580.0,1950.0,8215.0,288.5,30.0,273.5,423.75,1161.25,500.0,161263.0,51535.0,702.5,108413.0,31072.0,39828.0,12567.5,16755.0,9012.0,0.3,0.14,0.67,0.73,0.2,0.4,0.21,0.05,0.13,0.35,0.17,0.19,6.97,6.6,6.93,6.83,6.4,110.0,1974.33,87188.0,2.49,10489.5,2815.0,1657.5,334.25,-0.07,87.68,82.3,24.53,19.93,671.0,1554.75,1089.75
Villaverde,2018.94,76.53,154300.0,73747.0,80553.0,42.12,22899.25,27107.75,33086.5,45313.5,16136.0,9757.0,25893.0,120783.0,57300.5,63430.0,32174.25,15749.0,16425.25,28320.67,13969.0,11500.0,4910.25,6589.75,10.93,12.24,6.97,12.58,13.65,9.56,7.13,8.9,11.05,5237.5,1971.75,3265.75,4327.33,1967.75,2257.0,7322.75,2834.5,4488.25,24716.0,7276.0,1178.0,15438.0,4222.33,1275.0,33.0,2914.33,1170.0,256.0,2.33,911.33,9306.25,18532.0,44663.0,21836.0,6775.0,11943.5,115.5,445.5,11245.0,5686.0,5340.0,6.23,5.94,6.69,6.77,4.92,318.33,1359.0,1006.0,463434.25,4495.0,61920.0,40475.0,140.0,1145.0,3655.0,55445.0,1535.0,61920.0,54305.0,1140.0,6470.0,219.25,27.0,238.75,308.25,559.5,326.5,100186.5,39584.5,403.0,59605.0,20050.0,14266.0,5148.0,14706.0,4612.5,0.33,0.19,0.65,0.65,0.21,0.43,0.2,0.06,0.15,0.34,0.21,0.26,6.57,6.43,6.8,6.73,6.3,90.0,1978.33,54464.25,2.81,4760.5,1313.75,1340.75,204.0,1.38,86.6,80.9,23.95,19.15,167.0,1357.5,893.75
Tetuan,537.12,298.17,158996.75,72328.75,86668.0,44.13,17056.0,27166.25,41103.25,43173.25,19445.75,11052.25,30498.0,127400.5,58450.75,69520.5,31732.25,13893.75,17838.5,37321.67,19966.75,8376.0,3656.25,4719.75,7.52,7.99,4.01,6.83,10.5,6.99,4.15,5.28,10.19,3780.75,1531.5,2249.25,3433.0,1535.25,1850.25,4793.25,1974.75,2818.5,18325.5,6222.67,1759.0,4708.67,2540.33,973.67,84.33,1482.33,855.0,555.33,5.67,293.67,4374.5,12558.75,33421.0,23437.5,11549.25,42285.25,185.75,229.5,9134.0,4191.0,4816.0,7.18,6.87,7.31,8.13,6.41,190.67,664.75,786.33,389702.5,3341.0,80160.0,56530.0,270.0,1130.0,5940.0,72245.0,580.0,80160.0,68100.0,2945.0,9120.0,229.75,26.5,197.75,209.5,854.75,408.25,112267.5,38954.5,470.5,72459.0,21319.0,26493.5,7913.5,10548.5,6666.5,0.31,0.2,0.7,0.67,0.2,0.41,0.17,0.07,0.12,0.32,0.17,0.21,6.77,6.4,7.0,6.73,6.63,91.0,1971.0,67029.25,2.38,6667.0,2039.25,1028.0,210.75,0.24,86.48,81.15,23.88,19.48,4.0,1479.0,1106.25
