distrito,año,Superficie (Ha.),Población densidad (hab./Ha.),Número Habitantes,Población Hombres,Población Mujeres,Edad media de la población,Población de 0 a 14 años,Población de 15 a 29 años,Población de 30 a 44  años,Población de 45 a 64 años,Población de 65 a 79 años,Población de 80 años y más,Población de 65 años y más,Personas con nacionalidad española,Personas con nacionalidad española Hombres,Personas con nacionalidad española Mujeres,Personas con nacionalidad extranjera,Personas con nacionalidad extranjera Hombres,Personas con nacionalidad extranjera Mujeres,Renta neta media anual de los hogares (Urban Audit),Renta disponible media por persona,Paro registrado (número de personas registradas en SEPE en febrero),Paro registrado (número de personas registradas en SEPE en febrero) hombres,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,Tasa absoluta de paro registrado (febrero),Tasa absoluta de paro registrado Mujeres,Tasa de desempleo en mujeres de 16 a 24 años,Tasa de desempleo en mujeres de 25 a 44 años,Tasa de desempleo en mujeres de 45 a 64 años,Tasa absoluta de paro registrado Hombres,Tasa de desempleo en hombres de 16 a 24 años,Tasa de desempleo en hombres de 25 a 44 años,Tasa de desempleo en hombres de 45 a 64 años,Personas paradas de larga duración (febrero),Personas paradas de larga duración (febrero) hombres,Personas paradas de larga duración (febrero) mujeres,Personas paradas que SÍ perciben prestaciones (febrero),Personas paradas que SÍ perciben prestaciones (febrero) hombres,Personas paradas que SÍ perciben prestaciones (febrero) mujeres,Personas paradas que NO perciben prestaciones (febrero),Personas paradas que NO perciben prestaciones (febrero) hombres,Personas paradas que NO perciben prestaciones (febrero) mujeres,Población en etapas educativas,Alumnado en Centros privados concertados,Alumnado en Centros privados sin concierto,Alumnado en Centros públicos,Total alumnado extranjero,Alumnado extranjero en Centros privados concertados,Alumnado extranjero en Centros privados sin concierto,Alumnado extranjero en Centros públicos,Total alumnado con necesidades de apoyo educativo,Alumnado con necesidades de apoyo educativo en Centros privados concertados,Alumnado con necesidades de apoyo educativo en Centros privados sin concierto,Alumnado con necesidades de apoyo educativo en Centros públicos,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,Población mayor/igual  de 25 años con enseñanza primaria incompleta,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado","Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP","Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica","Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,Casos trabajados por el programa de absentismo municipal,Número de personas con grado de discapacidad reconocido,Número de personas con grado de discapacidad reconocido Hombres,Número de personas con grado de discapacidad reconocido Mujeres,Satisfacción de vivir en su barrio,Calidad de vida actual en su barrio,Percepción de seguridad en Madrid,Percepción de seguridad en el barrio por el día,Percepción de seguridad en el barrio por la noche,Solicitudes tramitadas de Renta Mínima de Inserción,Personas perceptoras de prestación de la Renta Mínima de Inserción,Personas beneficiarias de prestaciones sociales de carácter económico,Total prestaciones sociales de carácter económico,Personas con Servicio de Ayuda a Domicilio (modalidad auxiliar de hogar),Número Total de viviendas (Censo Edificios y Viviendas 2011),Viviendas anteriores a 1980,Viviendas en estado ruinoso,Viviendas en estado malo,Viviendas en estado deficiente,Viviendas en estado bueno,Estado de la vivienda no consta,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011),Número Total de viviendas familiares (Censo Edificios y Viviendas 2011) Principal,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011)  Secundaria,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011)  Población desocupada,Intervenciones de la Policía Municipal en materia de seguridad: delitos relacionados con las personas,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con la tenencia de armas,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con el patrimonio,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con la tenencia y consumo de drogas,Atestados/partes de accidentes de tráfico confeccionados,Personas detenidas e investigadas por la Policía Municipal en materia de seguridad: Total  personas detenidas e investigadas,"Elecciones municipales, censo electoral","Elecciones municipales, abstenciones","Elecciones  municipales, votos en blanco","Elecciones municipales, votos a candidaturas","Elecciones municipales, votos a Más Madrid","Elecciones municipales, votos al Partido Popular","Elecciones municipales, votos a Ciudadanos-Partido de la Ciudadanía","Elecciones municipales, votos al Partido Socialista Obrero Español","Elecciones municipales, votos a VOX",Sedentarismo,Consumo de tabaco diario,Consumo de medicamentos,Autopercepción de buen estado de salud  (porcentaje respuesta muy buena + buena),Calidad de vida relacionada con la salud (CVRS),Presencia de enfermedad crónica,Hipertensión arterial,Diabetes Mellitus,Personas con obesidad,Personas con sobrepeso,Prevalencia de obesidad en la población infantil (2017. Estudio Madrid Salud. UCM),Probabilidad de padecer enfermedad mental (GHQ-12)          (2018. EMS),Grado de satisfacción con los espacios verdes,Grado de satisfacción con los parques infantiles,Grado de satisfacción con los centros culturales,Grado de satisfacción con las instalaciones deportivas,Grado de satisfacción de los servicios sociales municipales,Superficie media construida (m2) inmuebles de uso residencial,Año medio de contrucción de inmuebles de uso residencial,Total hogares,Tamaño medio del hogar,Hogares con una mujer sola mayor de 65 años,Hogares con un hombre solo mayor de 65 años,Hogares monoparentales: una mujer adulta con uno o más menores,Hogares monoparentales: un hombre adulto con uno o más menores,Tasa de crecimiento demográfico (porcentaje),Esperanza de vida al nacer Mujeres,Esperanza de vida al nacer Hombres,Esperanza de vida mayor de 65 años Mujeres,Esperanza de vida mayor de 65 años Hombres,Crecimiento/decrecimiento Renta Bruta Per cápita 2016(a)-2008,Pensión media mensual Hombres,"Pensión media mensual  Mujeres
"
Retiro,2016,,,,,,,,,,,,,,,,,,,,52963.0,27616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retiro,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.0,,
Retiro,2020,,,,,,,,,,,,,,110208.0,50251.0,59957.0,10198.0,4266.0,5932.0,56302.0,23227.0,,,,5.5,5.85,1.97,5.46,7.15,5.11,1.69,4.78,6.43,,,,,,,,,,14928.0,9184.0,2400.0,5479.0,991.0,198.0,49.0,744.0,318.0,121.0,10.0,187.0,1732.0,5612.0,14902.0,18469.0,11694.0,44108.0,128.0,23.0,6376.0,2898.0,,,,,,,64.0,80.0,,354920.0,1337.0,,,,,,,,,,,,32.0,11.0,51.0,106.0,668.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,1965.0,49152.0,2.45,5614.0,1551.0,755.0,179.0,-1.6,86.0,80.0,23.0,19.0,,1859.0,1412.0
Salamanca,2019,539.0,271.0,146148.0,64395.0,81753.0,46.24,15569.0,23762.0,32789.0,39115.0,21888.0,13025.0,34913.0,126773.0,56225.0,70548.0,19375.0,8170.0,11205.0,,35091.0,4717.0,1961.0,2756.0,,,,,,,,,,1702.0,671.0,1031.0,1702.0,671.0,1031.0,2441.0,961.0,1480.0,16586.0,12943.0,3398.0,3189.0,1209.0,571.0,151.0,487.0,457.0,365.0,8.0,83.0,1889.0,6040.0,16947.0,21753.0,12678.0,58513.0,168.0,25.0,6835.0,2906.0,3929.0,7.82,7.75,6.98,8.17,7.3,,106.0,,195645.0,,83575.0,76295.0,70.0,265.0,1255.0,80955.0,1035.0,83575.0,62705.0,7730.0,13140.0,113.0,18.0,438.0,456.0,1735.0,693.0,112709.0,30186.0,343.0,81982.0,16702.0,31356.0,17580.0,6040.0,8625.0,,,,,,,,,,,,,6.4,5.7,6.4,6.0,6.0,,1953.0,62951.0,2.32,7213.0,2108.0,900.0,220.0,1.16,88.0,84.0,24.8,21.4,,1714.0,1179.0
Salamanca,2018,,,,,,,,,,,,,,,,,,,,61466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,128.0,390.0,255549.0,1946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.17,0.66,0.76,0.2,0.41,0.16,0.06,0.12,0.25,0.11,0.17,,,,,,,,,,,,,,0.6,87.0,84.0,24.0,21.0,,1723.0,1153.0
Salamanca,2016,,,,,,,,,,,,,,,,,,,,57147.0,28128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamanca,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123.0,,
Salamanca,2020,,,,,,,,,,,,,,126480.0,56241.0,70239.0,21374.0,8979.0,12395.0,60401.0,25932.0,,,,4.89,5.26,1.63,4.37,7.29,4.45,2.08,3.68,6.15,,,,,,,,,,16507.0,12993.0,3852.0,3144.0,1440.0,692.0,229.0,519.0,484.0,348.0,5.0,131.0,1755.0,5701.0,16700.0,21585.0,12474.0,60883.0,161.0,26.0,6892.0,2949.0,,,,,,,81.0,82.0,,368468.0,1836.0,,,,,,,,,,,,79.0,22.0,435.0,425.0,1063.0,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,1953.0,63477.0,2.33,7213.0,2158.0,874.0,198.0,-1.3,86.0,81.0,23.0,18.0,,1773.0,1370.0
Chamartin,2019,918.0,159.0,145865.0,65565.0,80300.0,45.39,18986.0,21628.0,31956.0,39339.0,21813.0,12143.0,33956.0,132067.0,60057.0,72010.0,13798.0,5508.0,8290.0,,37952.0,4577.0,1948.0,2629.0,,,,,,,,,,1721.0,694.0,1027.0,1721.0,694.0,1027.0,2329.0,947.0,1382.0,20152.0,16780.0,12269.0,7442.0,1824.0,556.0,586.0,682.0,1082.0,755.0,150.0,176.0,1681.0,5340.0,15869.0,20908.0,12760.0,57689.0,324.0,26.0,6625.0,3078.0,3547.0,8.4,8.05,7.49,8.68,7.3,,117.0,,93301.0,,72120.0,59855.0,120.0,175.0,1635.0,69735.0,460.0,72120.0,60785.0,4100.0,7235.0,100.0,15.0,154.0,169.0,1604.0,314.0,113650.0,27869.0,364.0,85227.0,16889.0,33039.0,19358.0,5950.0,8252.0,,,,,,,,,,,,,6.7,6.2,7.1,6.9,6.4,,1970.0,58240.0,2.5,6473.0,1842.0,942.0,253.0,1.15,89.0,84.0,25.3,21.7,,1772.0,1217.0
Chamartin,2018,,,,,,,,,,,,,,,,,,,,70735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,148.0,128.0,138528.0,1679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.19,0.65,0.78,0.19,0.35,0.15,0.04,0.09,0.27,0.11,0.18,,,,,,,,,,,,,,0.67,88.0,83.0,25.0,21.0,,1716.0,1127.0
Chamartin,2016,,,,,,,,,,,,,,,,,,,,65260.0,28044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamartin,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0,,
Chamartin,2020,,,,,,,,,,,,,,132677.0,60487.0,72190.0,14873.0,5936.0,8937.0,69202.0,27719.0,,,,4.91,5.27,1.46,4.31,7.25,4.5,1.3,3.43,6.67,,,,,,,,,,20283.0,16651.0,12855.0,7278.0,1949.0,646.0,612.0,691.0,1199.0,890.0,141.0,168.0,1584.0,5120.0,15621.0,20839.0,12604.0,59896.0,296.0,20.0,6702.0,3125.0,,,,,,,80.0,97.0,,223764.0,1539.0,,,,,,,,,,,,53.0,7.0,93.0,149.0,842.0,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,1970.0,58797.0,2.51,6483.0,1847.0,872.0,243.0,-1.3,85.0,80.0,22.0,19.0,,1834.0,1408.0
Tetuan,2019,537.0,294.0,157937.0,71632.0,86305.0,44.13,17399.0,26587.0,40965.0,42460.0,18801.0,11725.0,30526.0,127859.0,58540.0,69319.0,30078.0,13092.0,16986.0,,20468.0,8193.0,3623.0,4570.0,,,,,,,,,,3100.0,1240.0,1860.0,3100.0,1240.0,1860.0,4304.0,1798.0,2506.0,18510.0,6209.0,1739.0,4783.0,2501.0,920.0,86.0,1495.0,859.0,606.0,4.0,248.0,4883.0,13461.0,33602.0,22985.0,11711.0,39769.0,205.0,226.0,8959.0,4143.0,4816.0,6.65,6.71,7.03,8.08,6.04,,736.0,,493122.0,,80160.0,56530.0,270.0,1130.0,5940.0,72245.0,580.0,80160.0,68100.0,2945.0,9120.0,344.0,30.0,228.0,258.0,1040.0,502.0,112989.0,39912.0,346.0,72476.0,21319.0,19120.0,13769.0,9544.0,6283.0,,,,,,,,,,,,,6.8,6.3,7.2,6.8,6.8,,1971.0,66428.0,2.38,6648.0,2002.0,1018.0,230.0,2.11,87.0,83.0,24.8,21.1,,1449.0,1019.0
Tetuan,2018,,,,,,,,,,,,,,,,,,,,37557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0,900.0,515.0,437372.0,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.2,0.7,0.67,0.2,0.41,0.17,0.07,0.12,0.32,0.17,0.21,,,,,,,,,,,,,,1.26,87.0,82.0,24.0,20.0,,1396.0,971.0
Tetuan,2016,,,,,,,,,,,,,,,,,,,,35609.0,21324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetuan,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
Tetuan,2020,,,,,,,,,,,,,,128967.0,59245.0,69722.0,32346.0,14113.0,18233.0,38799.0,16336.0,,,,7.29,7.64,4.2,6.47,10.06,6.88,4.04,5.25,10.05,,,,,,,,,,18590.0,6258.0,1787.0,4733.0,2622.0,993.0,93.0,1536.0,825.0,519.0,2.0,304.0,4567.0,12941.0,33799.0,23615.0,11719.0,42517.0,193.0,183.0,9216.0,4210.0,,,,,,,195.0,631.0,,627050.0,3342.0,,,,,,,,,,,,195.0,21.0,173.0,162.0,709.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,1971.0,67306.0,2.4,6600.0,2040.0,988.0,201.0,-0.9,84.0,78.0,22.0,17.0,,1497.0,1181.0
