distrito,barrio,Superficie (Ha.),Población densidad (hab./Ha.),Número Habitantes,Población Hombres,Población Mujeres,Edad media de la población,Población de 0 a 14 años,Población de 15 a 29 años,Población de 30 a 44  años,Población de 45 a 64 años,Población de 65 a 79 años,Población de 80 años y más,Población de 65 años y más,Personas con nacionalidad española,Personas con nacionalidad española Hombres,Personas con nacionalidad española Mujeres,Personas con nacionalidad extranjera,Personas con nacionalidad extranjera Hombres,Personas con nacionalidad extranjera Mujeres,Renta neta media anual de los hogares (Urban Audit),Renta disponible media por persona,Paro registrado (número de personas registradas en SEPE en febrero),Paro registrado (número de personas registradas en SEPE en febrero) hombres,Paro registrado (número de personas registradas en SEPE en febrero) mujeres,Tasa absoluta de paro registrado (febrero),Tasa absoluta de paro registrado Mujeres,Tasa de desempleo en mujeres de 16 a 24 años,Tasa de desempleo en mujeres de 25 a 44 años,Tasa de desempleo en mujeres de 45 a 64 años,Tasa absoluta de paro registrado Hombres,Tasa de desempleo en hombres de 16 a 24 años,Tasa de desempleo en hombres de 25 a 44 años,Tasa de desempleo en hombres de 45 a 64 años,Personas paradas de larga duración (febrero),Personas paradas de larga duración (febrero) hombres,Personas paradas de larga duración (febrero) mujeres,Personas paradas que SÍ perciben prestaciones (febrero),Personas paradas que SÍ perciben prestaciones (febrero) hombres,Personas paradas que SÍ perciben prestaciones (febrero) mujeres,Personas paradas que NO perciben prestaciones (febrero),Personas paradas que NO perciben prestaciones (febrero) hombres,Personas paradas que NO perciben prestaciones (febrero) mujeres,Población en etapas educativas,Alumnado en Centros privados concertados,Alumnado en Centros privados sin concierto,Alumnado en Centros públicos,Total alumnado extranjero,Alumnado extranjero en Centros privados concertados,Alumnado extranjero en Centros privados sin concierto,Alumnado extranjero en Centros públicos,Total alumnado con necesidades de apoyo educativo,Alumnado con necesidades de apoyo educativo en Centros privados concertados,Alumnado con necesidades de apoyo educativo en Centros privados sin concierto,Alumnado con necesidades de apoyo educativo en Centros públicos,Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios,Población mayor/igual  de 25 años con enseñanza primaria incompleta,"Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado","Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP","Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica","Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado",Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta,Casos trabajados por el programa de absentismo municipal,Número de personas con grado de discapacidad reconocido,Número de personas con grado de discapacidad reconocido Hombres,Número de personas con grado de discapacidad reconocido Mujeres,Satisfacción de vivir en su barrio,Calidad de vida actual en su barrio,Percepción de seguridad en Madrid,Percepción de seguridad en el barrio por el día,Percepción de seguridad en el barrio por la noche,Solicitudes tramitadas de Renta Mínima de Inserción,Personas perceptoras de prestación de la Renta Mínima de Inserción,Personas beneficiarias de prestaciones sociales de carácter económico,Total prestaciones sociales de carácter económico,Personas con Servicio de Ayuda a Domicilio (modalidad auxiliar de hogar),Número Total de viviendas (Censo Edificios y Viviendas 2011),Viviendas anteriores a 1980,Viviendas en estado ruinoso,Viviendas en estado malo,Viviendas en estado deficiente,Viviendas en estado bueno,Estado de la vivienda no consta,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011),Número Total de viviendas familiares (Censo Edificios y Viviendas 2011) Principal,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011)  Secundaria,Número Total de viviendas familiares (Censo Edificios y Viviendas 2011)  Población desocupada,Intervenciones de la Policía Municipal en materia de seguridad: delitos relacionados con las personas,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con la tenencia de armas,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con el patrimonio,Intervenciones de la Policía Municipal en materia de seguridad: relacionadas con la tenencia y consumo de drogas,Atestados/partes de accidentes de tráfico confeccionados,Personas detenidas e investigadas por la Policía Municipal en materia de seguridad: Total  personas detenidas e investigadas,"Elecciones municipales, censo electoral","Elecciones municipales, abstenciones","Elecciones  municipales, votos en blanco","Elecciones municipales, votos a candidaturas","Elecciones municipales, votos a Más Madrid","Elecciones municipales, votos al Partido Popular","Elecciones municipales, votos a Ciudadanos-Partido de la Ciudadanía","Elecciones municipales, votos al Partido Socialista Obrero Español","Elecciones municipales, votos a VOX",Sedentarismo,Consumo de tabaco diario,Consumo de medicamentos,Autopercepción de buen estado de salud  (porcentaje respuesta muy buena + buena),Calidad de vida relacionada con la salud (CVRS),Presencia de enfermedad crónica,Hipertensión arterial,Diabetes Mellitus,Personas con obesidad,Personas con sobrepeso,Prevalencia de obesidad en la población infantil (2017. Estudio Madrid Salud. UCM),Probabilidad de padecer enfermedad mental (GHQ-12)          (2018. EMS),Grado de satisfacción con los espacios verdes,Grado de satisfacción con los parques infantiles,Grado de satisfacción con los centros culturales,Grado de satisfacción con las instalaciones deportivas,Grado de satisfacción de los servicios sociales municipales,Superficie media construida (m2) inmuebles de uso residencial,Año medio de contrucción de inmuebles de uso residencial,Total hogares,Tamaño medio del hogar,Hogares con una mujer sola mayor de 65 años,Hogares con un hombre solo mayor de 65 años,Hogares monoparentales: una mujer adulta con uno o más menores,Hogares monoparentales: un hombre adulto con uno o más menores,Tasa de crecimiento demográfico (porcentaje),Esperanza de vida al nacer Mujeres,Esperanza de vida al nacer Hombres,Esperanza de vida mayor de 65 años Mujeres,Esperanza de vida mayor de 65 años Hombres,Crecimiento/decrecimiento Renta Bruta Per cápita 2016(a)-2008,Pensión media mensual Hombres,"Pensión media mensual  Mujeres
"
Ciudad Lineal,Concepción,89.0,238.0,20709.0,9205.67,11503.33,46.97,2282.67,2982.33,4454.33,6008.33,2887.67,2093.67,4981.33,17907.67,7953.33,10020.5,3003.33,1321.33,1682.0,35921.0,,1064.0,445.33,618.67,8.19,8.92,3.24,8.24,10.81,7.35,3.86,6.11,9.7,,,,,,,,,,2527.33,,,,,,,,,,,,450.67,1588.33,4161.0,3687.0,1859.33,5021.67,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15759.5,4994.0,68.5,10638.0,3263.0,3763.5,1322.0,1443.0,938.5,,,,,,,,,,,,,,,,,,90.0,1964.0,9118.0,2.29,1301.33,345.67,180.0,37.33,-0.11,,,,,,1578.0,1213.0
Fuencarral-El Pardo,La Paz,215.12,154.6,32862.0,15315.25,17546.75,49.53,3517.25,3964.0,6169.25,7898.0,8790.25,2523.25,11313.5,31385.25,14709.75,16913.0,1804.75,785.5,1019.25,60864.22,23394.8,913.5,368.25,545.25,5.26,5.95,1.88,4.82,7.93,4.49,1.66,4.29,5.56,,,,,,,,,,3750.25,,,,,,,,,,,,434.25,1766.0,4590.0,5417.5,3585.75,11474.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27608.0,5739.5,122.5,21662.0,5334.0,9423.5,2904.0,2784.0,1883.5,,,,,,,,,,,,,,,,,,128.0,1980.0,12538.0,2.65,1306.75,402.0,155.5,35.25,-1.07,,,,,,2012.0,1537.5
Carabanchel, Puerta Bonita,160.86,228.76,36798.0,17349.0,19449.0,42.57,4776.0,7139.0,8007.0,10671.0,3760.0,2445.0,6205.0,26529.0,12367.0,,8866.0,4280.0,4586.0,28319.55,10272.59,2188.0,943.0,1245.0,8.61,9.52,4.28,8.81,12.01,7.65,3.59,6.82,10.14,,,,,,,,,,4941.0,,,,,,,,,,,,1844.0,4196.0,10595.0,5211.0,1618.0,3356.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0,12741.0,2.78,1244.0,363.0,290.0,33.0,-1.55,,,,,,1335.0,970.0
Usera, Moscardó,90.88,292.46,26579.0,12531.0,14048.0,43.77,3051.0,4720.0,6284.0,7671.0,3099.0,1754.0,4853.0,18626.0,8453.0,,7513.0,3840.0,3673.0,28875.24,10770.97,1389.0,600.0,789.0,7.55,8.38,4.53,7.82,10.05,6.67,4.35,5.36,8.99,,,,,,,,,,3272.0,,,,,,,,,,,,844.0,3135.0,8117.0,3954.0,1398.0,3012.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962.0,9836.0,2.66,1115.0,324.0,186.0,23.0,-1.83,,,,,,1473.0,1125.0
Usera, Orcasur,138.73,103.73,14390.0,6987.0,7403.0,41.15,2067.0,2876.0,3013.0,4365.0,1414.0,655.0,2069.0,11657.0,5660.0,,2593.0,1255.0,1338.0,28518.42,9692.17,1112.0,499.0,613.0,11.0,11.9,8.58,11.37,13.51,10.08,8.02,10.12,10.85,,,,,,,,,,2266.0,,,,,,,,,,,,1162.0,1794.0,4048.0,1520.0,578.0,1273.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,4803.0,2.97,302.0,115.0,101.0,17.0,0.77,,,,,,1192.0,908.0
Ciudad Lineal, Costillares,142.72,153.55,21914.0,10232.0,11682.0,45.34,2862.0,4029.0,3377.0,6491.0,3524.0,1631.0,5155.0,20610.0,9728.0,,1158.0,471.0,687.0,70742.7,25899.58,618.0,233.0,385.0,4.52,5.35,0.63,4.27,7.73,3.6,0.95,2.78,5.35,,,,,,,,,,3150.0,,,,,,,,,,,,261.0,514.0,1800.0,2835.0,1881.0,8770.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985.0,8005.0,2.72,826.0,231.0,156.0,60.0,-1.4,,,,,,2035.0,1513.0
Fuencarral-El Pardo,Valverde,898.03,71.6,63986.25,30464.75,33521.5,37.94,13831.0,9154.75,15404.5,17939.75,4903.5,2752.75,7656.25,55954.75,26834.0,29242.5,7935.75,3574.75,4361.0,46179.39,17377.61,2701.5,1119.75,1581.75,6.56,7.34,3.86,7.08,8.66,5.7,3.95,4.78,7.16,,,,,,,,,,14963.25,,,,,,,,,,,,1483.0,3350.75,9278.0,7881.5,5105.75,16718.75,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41986.5,12159.0,227.0,29458.0,7867.0,10619.0,4473.0,3900.0,2812.0,,,,,,,,,,,,,,,,,,116.0,1990.33,22974.5,2.78,1475.75,371.0,881.5,272.25,0.67,,,,,,1506.5,1152.0
Moncloa-Aravaca,El Plantío,352.96,8.15,2940.25,1358.0,1582.25,42.23,519.75,512.25,479.0,859.25,423.25,146.75,570.0,2588.25,1213.5,1344.5,292.0,114.25,177.75,90226.33,31670.0,59.25,22.5,36.75,3.39,3.83,0.99,2.82,5.58,2.86,0.36,2.46,4.11,,,,,,,,,,546.25,,,,,,,,,,,,30.0,82.75,227.0,335.75,213.0,1131.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071.0,461.0,8.0,1592.5,180.0,959.5,167.5,77.5,229.5,,,,,,,,,,,,,,,,,,409.0,1987.0,892.25,3.23,38.75,31.5,18.0,10.25,2.43,,,,,,1849.0,1280.0
Moncloa-Aravaca,Argüelles,75.94,321.85,24267.5,11048.0,13219.5,47.04,2264.5,4182.0,5226.25,6603.0,3798.5,2193.25,5991.75,20815.25,9495.5,11494.5,3395.5,1502.0,1893.5,54682.85,24479.2,770.75,354.75,416.0,5.04,5.2,1.7,4.74,6.85,4.86,1.78,4.16,6.6,,,,,,,,,,2413.75,,,,,,,,,,,,283.75,948.0,2864.75,3321.0,2096.0,10239.25,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18821.5,4997.5,83.0,13696.5,3807.0,6072.0,1526.5,1234.5,1432.5,,,,,,,,,,,,,,,,,,129.0,1949.33,10459.0,2.32,1140.75,383.25,143.5,37.25,0.17,,,,,,1702.0,1368.0
Hortaleza, Canillas,252.25,157.72,39786.0,18485.0,21301.0,48.34,4315.0,5496.0,7522.0,11412.0,7334.0,3707.0,11041.0,35741.0,16687.0,,3967.0,1738.0,2229.0,43395.55,17487.34,1465.0,559.0,906.0,6.07,7.19,3.03,5.64,9.4,4.85,2.27,3.84,6.57,,,,,,,,,,4676.0,,,,,,,,,,,,1268.0,3908.0,7902.0,6940.0,3036.0,8911.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0,16069.0,2.47,1832.0,477.0,285.0,47.0,-1.43,,,,,,1688.0,1213.0
Carabanchel,Vista Alegre,159.0,296.67,46570.0,21210.0,25360.0,45.32,5357.67,7699.0,10217.0,12873.67,6575.0,3847.67,10422.67,35713.33,16107.33,19697.5,11173.0,5248.33,5924.67,28717.5,,2952.33,1315.33,1637.0,9.82,10.23,5.87,9.95,11.83,9.37,5.4,8.43,11.77,,,,,,,,,,5872.0,,,,,,,,,,,,2062.0,6025.67,13964.0,7268.67,2635.33,4783.33,70.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31078.0,12232.0,103.5,18615.0,5884.0,5961.5,1626.5,3645.0,1525.5,,,,,,,,,,,,,,,,,,84.0,1970.0,17414.0,2.69,2069.67,517.0,309.67,46.33,1.5,,,,,,1409.0,1014.0
Moncloa-Aravaca,Valdezarza,139.94,217.03,30057.75,13764.25,16293.5,46.41,3537.5,4519.75,6335.75,8148.0,4893.75,2623.0,7516.75,26483.75,12148.0,14359.0,3521.25,1577.25,1944.0,37171.68,16073.33,1358.5,581.0,777.5,7.48,8.08,3.38,7.5,10.02,6.79,4.01,6.01,8.56,,,,,,,,,,3775.25,,,,,,,,,,,,875.25,2835.5,6205.0,4906.5,2265.25,6599.0,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23090.5,6686.5,122.0,16175.5,5505.0,5147.0,1750.0,2753.5,1161.0,,,,,,,,,,,,,,,,,,88.0,1969.0,12418.0,2.42,1554.75,396.0,268.5,55.75,0.33,,,,,,1608.0,1213.5
Moratalaz, Pavones,100.97,87.29,8814.0,4035.0,4779.0,48.34,865.0,1488.0,1454.0,2590.0,1533.0,884.0,2417.0,7826.0,3549.0,,893.0,419.0,474.0,36540.91,13960.15,456.0,199.0,257.0,8.25,8.99,2.69,8.66,11.38,7.47,3.86,6.85,9.54,,,,,,,,,,972.0,,,,,,,,,,,,558.0,867.0,1938.0,1579.0,620.0,1331.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0,3283.0,2.66,372.0,99.0,46.0,15.0,-2.86,,,,,,1595.0,1170.0
Villaverde,Los Ángeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamanca,Lista,52.01,405.77,20924.75,9046.0,11878.75,45.94,2098.75,3879.5,4568.0,5352.75,3234.75,1791.0,5025.75,17732.75,7715.5,10201.0,3222.5,1328.75,1893.75,53459.27,24570.04,632.75,262.0,370.75,4.8,5.08,1.0,3.86,7.87,4.45,0.86,3.52,6.85,,,,,,,,,,2283.25,,,,,,,,,,,,221.25,767.5,2212.5,2983.75,1702.25,9000.25,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15687.5,4153.0,62.5,11439.5,2205.0,5914.5,1415.5,906.5,1322.0,,,,,,,,,,,,,,,,,,115.0,1950.0,9247.5,2.27,1135.25,308.25,137.25,31.5,-0.22,,,,,,1813.5,1436.0
Centro,Embajadores,103.09,449.0,46358.75,24170.25,22188.5,42.79,3601.5,8056.25,15448.5,12892.5,4254.5,2105.5,6360.0,33283.25,16480.75,17103.0,13213.25,7750.5,5462.75,29019.65,14965.69,2930.25,1510.75,1419.5,6.34,8.83,4.82,7.55,11.91,7.76,4.19,6.04,11.36,,,,,,,,,,3867.5,,,,,,,,,,,,1559.0,3621.5,8543.75,7230.0,3463.0,15113.5,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30872.5,10739.0,111.0,19934.0,11166.0,3605.5,1275.0,2481.5,996.5,,,,,,,,,,,,,,,,,,78.0,1927.0,22492.75,2.07,1565.0,662.5,311.25,56.25,0.99,,,,,,1334.5,1124.0
Villa de Vallecas,Ensanche de Vallecas,634.0,75.6,49117.67,24148.33,24969.33,33.85,11651.0,5934.67,17672.0,11549.0,1761.33,549.67,2311.0,42955.0,21338.33,21313.0,5346.33,2419.67,2926.67,34059.0,,2682.67,961.0,1721.67,7.58,9.46,7.03,8.57,11.67,5.6,6.89,4.59,6.93,,,,,,,,,,11979.67,,,,,,,,,,,,722.0,1771.0,8954.67,7833.0,4832.0,9398.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32116.5,9951.5,191.0,21830.0,8940.0,4906.5,2811.5,3152.5,1792.0,,,,,,,,,,,,,,,,,,120.0,2009.0,19221.67,2.51,247.67,172.33,900.33,204.67,4.69,,,,,,1323.0,939.0
Hortaleza, Apóstol Santiago,120.51,128.08,15435.0,7344.0,8091.0,46.04,1720.0,2660.0,2772.0,4921.0,2193.0,1169.0,3362.0,13751.0,6614.0,,1623.0,729.0,894.0,40604.33,15684.63,731.0,311.0,420.0,7.13,8.16,2.02,7.02,10.9,6.1,3.39,5.15,7.73,,,,,,,,,,1823.0,,,,,,,,,,,,552.0,1050.0,3169.0,2891.0,1116.0,3157.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,5843.0,2.63,651.0,167.0,111.0,29.0,-0.64,,,,,,1618.0,1251.0
Arganzuela,Delicias,105.12,267.48,28248.5,13266.0,14982.5,43.21,3615.75,4298.75,7002.0,8449.5,3372.5,1510.0,4882.5,24742.5,11610.0,13144.5,3384.5,1576.0,1808.5,42951.9,19001.82,1125.75,501.75,624.0,5.91,6.33,3.58,5.44,7.94,5.46,2.4,4.81,7.01,,,,,,,,,,3902.5,,,,,,,,,,,,459.0,1558.25,4439.5,4170.0,2645.75,8756.5,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21221.5,5431.0,108.0,15608.5,5911.0,4846.5,1782.5,1979.0,1103.5,,,,,,,,,,,,,,,,,,94.0,1972.0,11751.75,2.4,1028.5,319.75,213.5,51.75,0.69,,,,,,1671.5,1324.5
Tetuan,Berruguete,60.93,422.06,25362.0,11376.0,13986.0,42.75,2898.25,4491.5,6758.75,7037.75,2633.5,1542.25,4175.75,19116.5,8684.75,10475.0,6249.5,2673.25,3576.25,31058.5,13290.08,1367.0,609.5,757.5,7.65,7.85,3.28,7.03,10.21,7.43,4.47,5.39,11.12,,,,,,,,,,3109.5,,,,,,,,,,,,704.25,2279.75,6253.25,3956.75,1738.75,5074.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16626.0,6226.0,63.5,10277.5,3430.0,3111.5,1026.0,1782.0,864.0,,,,,,,,,,,,,,,,,,77.0,1971.0,10384.5,2.44,964.25,275.75,187.25,33.25,0.35,,,,,,1449.5,1116.0
Chamberi,Gaztambide,50.91,457.32,22894.0,10110.75,12783.25,47.03,2042.25,4162.25,4991.5,5848.0,3773.25,2076.75,5850.0,20092.75,8932.25,11349.0,2864.0,1183.0,1681.0,47295.24,22547.83,805.75,339.0,466.75,5.73,6.12,1.89,4.86,8.96,5.27,2.01,4.85,6.87,,,,,,,,,,2184.0,,,,,,,,,,,,294.75,1007.75,2806.5,3131.25,1898.5,9776.25,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18113.0,4726.0,87.0,13237.5,3771.0,5590.0,1565.5,1323.0,1257.5,,,,,,,,,,,,,,,,,,112.0,1956.0,10530.0,2.18,1342.75,392.5,119.0,26.0,-0.02,,,,,,1735.0,1445.0
Ciudad Lineal, Concepción,88.59,236.38,20941.0,9402.0,11539.0,47.06,2154.0,3197.0,4482.0,6088.0,3072.0,1948.0,5020.0,17446.0,7761.0,,2993.0,1361.0,1632.0,38257.8,16816.34,823.0,347.0,476.0,6.05,6.62,1.48,5.56,8.81,5.42,3.18,3.66,7.95,,,,,,,,,,2337.0,,,,,,,,,,,,393.0,1409.0,3988.0,3670.0,1778.0,5243.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964.0,9042.0,2.26,1275.0,354.0,177.0,41.0,-1.39,,,,,,1640.0,1287.0
San Blas, El Salvador,188.01,59.58,11202.0,5279.0,5923.0,47.05,1100.0,2057.0,1735.0,3720.0,1765.0,825.0,2590.0,10231.0,4835.0,,1038.0,472.0,566.0,57409.06,22115.26,420.0,159.0,261.0,5.64,6.75,1.2,5.45,9.14,4.44,0.76,3.26,6.74,,,,,,,,,,1217.0,,,,,,,,,,,,174.0,547.0,1588.0,1943.0,1005.0,3528.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983.0,4367.0,2.58,406.0,141.0,76.0,15.0,-0.84,,,,,,1860.0,1428.0
Chamartin,Prosperidad,104.0,352.35,36285.0,16205.5,20079.5,46.93,3770.25,5182.5,8365.5,9672.0,6257.5,3037.25,9294.75,32539.75,14611.25,18110.5,3924.5,1681.75,2242.75,46610.24,21152.62,1417.75,606.5,811.25,6.32,6.76,2.24,5.05,9.63,5.81,2.57,4.43,8.39,,,,,,,,,,4072.0,,,,,,,,,,,,470.5,1631.0,4776.0,6005.25,3583.0,13403.5,73.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28809.0,7182.0,156.0,21373.5,5731.0,8942.0,2819.0,2398.0,1849.0,,,,,,,,,,,,,,,,,,94.0,1970.0,15976.0,2.28,2031.75,503.5,225.5,63.5,-0.37,,,,,,1835.5,1468.5
Carabanchel,Puerta Bonita,161.0,221.67,35450.0,16636.67,18813.33,42.88,4724.33,6478.67,7815.0,10106.0,3793.33,2532.67,6326.0,26992.0,12619.33,14444.0,8587.67,4050.0,4537.67,26718.5,,2635.33,1164.67,1470.67,11.08,12.01,7.82,11.97,13.44,10.1,6.77,9.46,12.05,,,,,,,,,,5192.0,,,,,,,,,,,,2074.0,4497.33,10397.33,4987.33,1610.0,3183.0,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22775.5,9690.0,96.0,12891.0,4039.0,3584.5,1182.0,2845.5,1097.5,,,,,,,,,,,,,,,,,,81.0,1974.0,12635.33,2.82,1231.33,375.33,289.67,31.0,1.91,,,,,,1262.0,916.0
Vicalvaro,Casco histórico de Vicálvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Blas, Rosas,929.65,33.08,30751.0,14727.0,16024.0,43.96,3394.0,6594.0,4006.0,11722.0,3630.0,1405.0,5035.0,29042.0,13995.0,,1845.0,845.0,1000.0,48313.74,17154.32,1184.0,454.0,730.0,5.39,6.43,1.82,5.34,8.57,4.27,2.2,4.63,5.01,,,,,,,,,,4158.0,,,,,,,,,,,,526.0,1892.0,5402.0,5539.0,2648.0,6185.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,11076.0,2.79,618.0,224.0,240.0,52.0,-2.07,,,,,,1710.0,1219.0
Villaverde,Ángeles,193.88,169.49,32931.5,15368.0,17563.5,46.6,3822.5,5178.75,6770.25,9034.0,4720.75,3405.25,8126.0,26565.0,12342.75,14174.5,5755.5,2719.5,3036.0,29770.77,11981.73,2098.0,896.25,1201.75,10.17,11.25,6.04,10.28,13.72,9.01,6.68,7.59,11.23,,,,,,,,,,4001.5,,,,,,,,,,,,1806.75,4600.25,9306.5,5120.75,1670.0,3045.0,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23430.0,8181.5,95.0,15041.0,4841.0,4321.5,1199.5,3342.5,1150.5,,,,,,,,,,,,,,,,,,92.0,1972.67,12446.0,2.6,1561.0,386.25,245.5,32.5,1.91,,,,,,1526.0,1051.0
Carabanchel, Opañel,110.73,306.0,33883.0,15556.0,18327.0,44.79,3607.0,5834.0,7958.0,9750.0,4341.0,2393.0,6734.0,25529.0,11587.0,,7771.0,3696.0,4075.0,30853.22,12219.39,1643.0,680.0,963.0,7.05,7.87,3.68,6.62,10.36,6.14,3.46,4.62,8.76,,,,,,,,,,3839.0,,,,,,,,,,,,1120.0,3551.0,9314.0,5607.0,2121.0,4837.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0,13278.0,2.51,1551.0,449.0,220.0,34.0,-1.06,,,,,,1511.0,1166.0
Chamartin,Nueva España,179.0,138.67,24570.0,11107.25,13462.75,43.43,3872.0,3789.25,5083.0,6625.0,3326.75,1874.0,5200.75,22332.75,10319.75,12099.5,2351.0,849.75,1501.25,76619.1,29514.58,566.75,218.5,348.25,3.8,4.28,0.63,3.46,6.14,3.22,0.67,2.56,4.73,,,,,,,,,,4195.75,,,,,,,,,,,,162.75,499.5,1900.5,2908.75,1807.5,11125.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18273.0,3996.0,74.5,14164.5,1914.0,8294.0,1896.5,775.0,1542.5,,,,,,,,,,,,,,,,,,159.0,1971.67,9245.25,2.67,891.75,303.5,158.75,41.25,-0.14,,,,,,1917.0,1478.0
Chamartin,Ciudad Jardín,76.06,246.22,18563.75,8246.25,10317.5,45.96,2140.25,2641.25,4389.5,5029.0,2836.75,1527.0,4363.75,16341.25,7311.0,9146.0,2299.5,972.75,1326.75,47477.22,21188.44,739.0,315.0,424.0,6.33,6.73,2.4,5.51,9.15,5.86,2.31,4.03,8.89,,,,,,,,,,2289.25,,,,,,,,,,,,253.25,847.5,2515.5,2903.75,1654.25,6874.5,42.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14274.0,3764.5,59.5,10414.0,3065.0,4157.0,1302.5,1160.0,849.5,,,,,,,,,,,,,,,,,,99.0,1968.0,8055.5,2.31,938.0,253.5,146.75,22.0,-0.11,,,,,,1764.5,1416.0
Villaverde,Los Rosales,154.0,246.33,37622.33,18070.33,19552.0,42.66,5070.33,6905.0,7341.0,11961.33,4292.67,2052.0,6344.67,30201.33,14436.67,15817.5,7626.0,3747.33,3878.67,29499.5,,2653.33,1131.67,1521.67,10.4,11.6,6.87,12.27,12.59,9.14,6.64,9.18,10.03,,,,,,,,,,5648.67,,,,,,,,,,,,2244.67,4494.33,10905.33,5582.0,1764.0,3045.0,26.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25240.0,9406.0,107.5,15583.5,5571.0,3658.0,1474.0,3840.0,1106.5,,,,,,,,,,,,,,,,,,90.0,1980.0,13247.0,2.86,1005.0,310.67,261.33,57.33,0.74,,,,,,1384.0,968.0
